19.51074,100787.1,61.80923,410444.6
19.53587,100785.9,61.80641,10254.17
19.53084,100787.7,61.74796,9232.594
19.53838,100786.3,61.70413,10364.83
19.55095,100793.8,61.66745,11742.58
19.55346,100786.1,61.64217,13158.4
19.5786,100787.5,61.62012,14611.37
19.59117,100792.3,61.56423,16015.03
19.59117,100789.6,61.50655,17411.08
19.59117,100789.6,61.44889,18836.19
19.58866,100789.2,61.40369,20144.51
19.58866,100789.2,61.38448,21385.73
19.59117,100795.0,61.37204,22595.38
19.58614,100786.1,61.35212,23785.71
19.59117,100789.6,61.34002,24830.78
19.58866,100789.2,61.33327,25908.4
19.59368,100790.0,61.33398,26946.05
19.58614,100783.3,61.33291,27867.28
19.5962,100793.1,61.33434,28755.86
19.5962,100782.3,61.34075,29516.81
19.59368,100790.0,61.34038,30340.83
19.59368,100787.3,61.34038,31097.68
19.58363,100788.3,61.33895,31917.27
19.58111,100790.6,61.3578,32629.82
19.57357,100781.3,61.36953,33296.26
19.56855,100785.8,61.39441,33881.8
19.58363,100788.3,61.41579,34432.28
19.58614,100788.7,61.43537,35029.86
19.58363,100782.9,61.4286,35558.84
19.58363,100788.3,61.4222,36073.31
19.57609,100787.1,61.40831,36602.88
19.57609,100787.1,61.40831,37083.23
19.57357,100781.3,61.41435,37443.58
19.58363,100785.6,61.41579,37946.41
19.58111,100787.9,61.40262,38289.19
19.57609,100789.8,61.38909,38815.14
19.57106,100786.3,61.38197,39246.42
19.58363,100788.3,61.39017,39576.23
19.5786,100787.5,61.38305,39874.07
19.56855,100785.8,61.3816,40252.74
19.58614,100775.2,61.39694,40599.75
19.58363,100788.3,61.40298,40952.79
19.58111,100782.5,61.40262,41231.65
19.58614,100777.9,61.41615,41433.17
19.59871,100780.0,61.43075,41759.74
19.5962,100785.0,61.43039,42008.07
19.58363,100782.9,61.4222,42259.36
19.5786,100784.8,61.42148,42599.13
19.58866,100783.8,61.42932,43031.61
19.59368,100784.6,61.43003,43251.16
19.60625,100781.3,61.43183,43383.97
19.61379,100782.5,61.4265,43607.13
19.60876,100781.7,61.40658,43832.61
19.61379,100785.2,61.40088,44014.68
19.61128,100782.1,61.40052,44383.39
19.61882,100788.7,61.41441,44429.91
19.62887,100787.7,61.40944,44664.0
19.62133,100783.7,61.39555,44805.64
19.58614,100788.7,61.35212,45043.71
19.61379,100779.8,61.33045,47122.96
19.63641,100783.5,61.30808,48947.79
19.65149,100783.3,61.28462,50524.71
19.65652,100784.1,61.25333,51759.91
19.66658,100780.4,61.22918,52957.49
19.6716,100781.2,61.2043,53866.97
19.67914,100782.5,61.17978,54702.04
19.67412,100781.6,61.17267,55309.37
19.68417,100786.0,61.1613,56115.66
19.68417,100780.6,61.14851,56716.97
19.68417,100783.3,61.13572,57215.1
19.6892,100786.8,61.12364,57840.33
19.69674,100782.7,61.12472,58318.31
19.69925,100783.1,61.11868,58804.23
19.70177,100788.9,61.11265,59174.03
19.70679,100781.6,61.10696,59800.8
19.70679,100787.0,61.10056,60097.86
19.70679,100781.6,61.09416,60527.39
19.70931,100787.4,61.07534,60657.44
19.71685,100777.9,61.07002,61271.85
19.71434,100782.9,61.06328,61494.31
19.71685,100788.7,61.05084,61628.56
19.71434,100788.3,61.03769,61898.83
19.73193,100785.8,61.03382,62262.9
19.72941,100780.0,61.02706,62631.28
19.73947,100787.0,61.00931,62817.1
19.74701,100782.8,61.00399,63144.97
19.7445,100782.4,60.99724,63381.25
19.74198,100787.4,60.98409,63619.32
19.75204,100781.0,60.97275,63763.02
19.75455,100781.4,60.96672,63955.64
19.76209,100785.3,60.96139,64246.75
19.75958,100784.9,60.94826,64491.38
19.76209,100785.3,60.92305,64787.41
19.7646,100780.3,60.89784,64986.26
19.7646,100788.4,60.87868,65136.22
19.75958,100784.9,60.8652,65286.86
19.75958,100782.2,60.83326,65387.67
19.76712,100786.1,60.81516,65641.08
19.7646,100783.0,60.79565,66153.84
19.76963,100783.9,60.7772,66050.65
19.7646,100783.0,60.77011,66309.23
19.75706,100779.1,60.75627,66205.56
19.75958,100787.6,60.75025,66991.12
19.75455,100784.1,60.74953,66569.85
19.75706,100789.9,60.74989,67097.28
19.75455,100784.1,60.74314,66938.17
19.76209,100785.3,60.73782,67203.76
19.76712,100783.4,60.73215,67310.6
19.76209,100785.3,60.71867,67849.87
19.7646,100783.0,60.70626,67741.33
19.7646,100780.3,60.68712,67904.28
19.75958,100784.9,60.67365,67958.77
19.76209,100779.9,60.65485,67958.77
19.75455,100781.4,60.63464,68232.55
19.75706,100779.1,60.62224,68342.67
19.75706,100784.5,60.6031,68619.55
19.75706,100776.4,60.6031,68675.19
19.7646,100785.7,60.59778,68786.75
19.75958,100779.5,60.5907,68954.78
19.76209,100779.9,60.58466,69180.09
19.75958,100782.2,60.58432,69293.29
19.7646,100785.7,60.57226,69520.84
19.75958,100784.9,60.56518,69635.16
19.75706,100781.8,60.55207,69635.16
19.76209,100788.0,60.54639,69749.87
19.76209,100785.3,60.53363,69980.42
19.75706,100784.5,60.52656,69980.42
19.75958,100784.9,60.52054,70387.56
19.75706,100781.8,60.52018,70329.11
19.75958,100776.8,60.50778,70154.33
19.75455,100778.7,60.50069,70799.47
19.74952,100783.2,60.4936,70563.51
19.75455,100784.1,60.47518,70504.77
19.75706,100784.5,60.46279,70740.33
19.7445,100782.4,60.44826,71156.4
19.73696,100786.6,60.43445,70977.49
19.73696,100778.5,60.42808,70977.49
19.74198,100782.0,60.4224,71096.66
19.73193,100774.9,60.40823,71216.23
19.72187,100778.7,60.40681,71516.94
19.72941,100788.1,60.40151,71396.36
19.73193,100780.3,60.39549,71456.6
19.7269,100784.9,60.39478,71637.94
19.72439,100784.5,60.38805,71698.58
19.71434,100782.9,60.38663,71637.94
19.71685,100780.6,60.38699,71698.58
19.71936,100778.3,60.38734,72126.03
19.71936,100783.7,60.38098,72003.38
19.71434,100788.3,60.38026,72064.65
19.71434,100782.9,60.37388,72126.03
19.71182,100782.4,60.37354,72496.49
19.70931,100776.6,60.3668,72434.48
19.70177,100786.2,60.35937,72496.49
19.69925,100780.4,60.34627,72372.58
19.70679,100789.7,60.33459,72620.83
19.70679,100784.3,60.32822,72745.59
